  Downloaded CSV file from A DataCurrent Website |3833,
7/1/2017 18:25,0.919
7/1/2017 18:30,0.925
7/1/2017 18:35,0.925
7/1/2017 18:40,0.932
7/1/2017 18:45,0.917
7/1/2017 18:50,0.915
7/1/2017 18:55,0.912
7/1/2017 19:00,0.909
7/1/2017 19:05,0.911
7/1/2017 19:10,0.912
7/1/2017 19:15,0.912
7/1/2017 19:20,0.916
7/1/2017 19:25,0.914
7/1/2017 19:30,0.922
7/1/2017 19:35,0.924
7/1/2017 19:40,0.927
7/1/2017 19:45,0.925
7/1/2017 19:50,0.93
7/1/2017 19:55,0.924
7/1/2017 20:00,0.924
7/1/2017 20:05,0.923
7/1/2017 20:10,0.92
7/1/2017 20:15,0.925
7/1/2017 20:20,0.928
7/1/2017 20:25,0.913
7/1/2017 20:30,0.911
7/1/2017 20:35,0.91
7/1/2017 20:40,0.909
7/1/2017 20:45,0.9
7/1/2017 20:50,0.902
7/1/2017 20:55,0.919
7/1/2017 21:00,0.917
7/1/2017 21:05,0.919
7/1/2017 21:10,0.917
7/1/2017 21:15,0.914
7/1/2017 21:20,0.911
7/1/2017 21:25,0.914
7/1/2017 21:30,0.912
7/1/2017 21:35,0.91
7/1/2017 21:40,0.903
7/1/2017 21:45,0.9
7/1/2017 21:50,0.891
7/1/2017 21:55,0.907
7/1/2017 22:00,0.914
7/1/2017 22:05,0.911
7/1/2017 22:10,0.908
7/1/2017 22:15,0.91
7/1/2017 22:20,0.911
7/1/2017 22:25,0.908
7/1/2017 22:30,0.908
7/1/2017 22:35,0.91
7/1/2017 22:40,0.909
7/1/2017 22:45,0.89
7/1/2017 22:50,0.896
7/1/2017 22:55,0.901
7/1/2017 23:00,0.902
7/1/2017 23:05,0.901
7/1/2017 23:10,0.912
7/1/2017 23:15,0.908
7/1/2017 23:20,0.909
7/1/2017 23:25,0.908
7/1/2017 23:30,0.91
7/1/2017 23:35,0.902
7/1/2017 23:40,0.902
7/1/2017 23:45,0.898
7/1/2017 23:50,0.897
7/1/2017 23:55,0.913
7/2/2017 0:00,0.912
